-----Nn-p-PK--B-----rqr----P--p---pP-----R--QB-k---p-----bR---b- 5Nn1/p1PK2B1/4rqr1/3P2p1/2pP4/1R2QB1k/3p4/1bR3b1 0.000146 21
---N------K----pPRp-P-PP--PP--k-b-B-p---b---r----B-----n--QN---- 3N4/2K4p/PRp1P1PP/2PP2k1/b1B1p3/b3r3/1B5n/2QN4 0.000161 21
----K------PbR---r---PN-P------r--B---N----b-p-Pq--BQpk--Rn----- 4K3/3PbR2/1r3PN1/P6r/2B3N1/3b1p1P/q2BQpk1/1Rn5 0.000098 21
Q---------p---b---P--PRPP-qp--n-P---NR--Pk----p---------rrB----K Q7/2p3b1/2P2PRP/P1qp2n1/P3NR2/Pk4p1/8/rrB4K 0.000284 21
----------k--rPbP-p----n------p-p-Q-PrP-Rq--b-B-p--------B-N---K 8/2k2rPb/P1p4n/6p1/p1Q1PrP1/Rq2b1B1/p7/1B1N3K 0.000136 21
---n----ppRK-P-P-NQ--r--P-------p-B-R----pB-P---pr---k--n------- 3n4/ppRK1P1P/1NQ2r2/P7/p1B1R3/1pB1P3/pr3k2/n7 0.000129 21
--K-----rn--p--PPp--P---P-P-------N-pb------RB-knQ-----Pr------R 2K5/rn2p2P/Pp2P3/P1P5/2N1pb2/4RB1k/nQ5P/r6R 0.000225 21
-------Nbqp-Q-P-----PR----PN--B---P-------pKp-PB-p-p-------n---k 7N/bqp1Q1P1/4PR2/2PN2B1/2P5/2pKp1PB/1p1p4/3n3k 0.000151 21
------nb--k-BnR--q-----p--Np----P-P-b-N-PP---Q---------Rr--B---K 6nb/2k1BnR1/1q5p/2Np4/P1P1b1N1/PP3Q2/7R/r2B3K 0.000111 21
-b---r----n--p---rB-NPPB--q-------p-Pp----kP--R-p--n---Q-------K 1b3r2/2n2p2/1rB1NPPB/2q5/2p1Pp2/2kP2R1/p2n3Q/7K 0.000252 21
n-b----QR-----P-P-q-----p--N--b-P----pp-p-Bk-------P-K--nN----r- n1b4Q/R5P1/P1q5/p2N2b1/P4pp1/p1Bk4/3P1K2/nN4r1 0.000177 21
Qn-b----PP---pRK-qP---Ppp-R----------rk-N----b---------P-nB----- Qn1b4/PP3pRK/1qP3Pp/p1R5/5rk1/N4b2/7P/1nB5 0.000304 21
-------B--K-p-PppPb----R--p----------PB-NP--k-n--R-----b-q-n--r- 7B/2K1p1Pp/pPb4R/2p5/5PB1/NP2k1n1/1R5b/1q1n2r1 0.000105 21
r-nr----N-Q-p--pqnB--p--R-----N----Ppp--P--kb--K-------B-------- r1nr4/N1Q1p2p/qnB2p2/R5N1/3Ppp2/P2kb2K/7B/8 0.000106 21
rR------P-Bk--Pp--N----bP--q----p-P-------rb-nRK-p---------n---N rR6/P1Bk2Pp/2N4b/P2q4/p1P5/2rb1nRK/1p6/3n3N 0.000128 21
NN-R----Pp--BBpR-P--r-P-P-qp----b-n-PPK-----------k------------- NN1R4/Pp2BBpR/1P2r1P1/P1qp4/b1n1PPK1/8/2k5/8 0.000190 21
---Bk--nR--------pp--pb-R---------PnBr---P--p-pK---q-b---Nr----- 3Bk2n/R7/1pp2pb1/R7/2PnBr2/1P2p1pK/3q1b2/1Nr5 0.000231 21
--K------R-B-p---rN--bnp---p--r----p-PR-P-B---pP---n---------k-N 2K5/1R1B1p2/1rN2bnp/3p2r1/3p1PR1/P1B3pP/3n4/5k1N 0.000135 21
---------PQq-N-Pk---N-n-----------bp-p----PPr-Pnp--b-------r-R-K 8/1PQq1N1P/k3N1n1/8/2bp1p2/2PPr1Pn/p2b4/3r1R1K 0.000225 21
---------b-K--B--p--ppQN---B--p-P---p-n--pP--Pr-R------r------bk 8/1b1K2B1/1p2ppQN/3B2p1/P3p1n1/1pP2Pr1/R6r/6bk 0.000272 21
-q-R--B--n------n-----Nb--P--------KpP--P-p--P-b-B---k---RQ---Nr 1q1R2B1/1n6/n5Nb/2P5/3KpP2/P1p2P1b/1B3k2/1RQ3Nr 0.000264 21
---BK----PQ-p-rN--P-----p-----q-P-rn--P----bR--N-b---pkp-------- 3BK3/1PQ1p1rN/2P5/p5q1/P1rn2P1/3bR2N/1b3pkp/8 0.000099 21
---q--n-PPp-------B-pr--k-p-----P---KpR-rp--nQ--b------R-N------ 3q2n1/PPp5/2B1pr2/k1p5/P3KpR1/rp2nQ2/b6R/1N6 0.000170 21
-bk------qp--Pn-pP---p--------p---p-pN--PP--n--K-P------rQB----- 1bk5/1qp2Pn1/pP3p2/6p1/2p1pN2/PP2n2K/1P6/rQB5 0.000160 21
--K-k-b--P-pP-r-------p-q-----P-R--P----Bp-N-r-N---b---P--n----B 2K1k1b1/1P1pP1r1/6p1/q5P1/R2P4/Bp1N1r1N/3b3P/2n4B 0.000170 21
----------pK-P-Pp---npNp---Q----r-----P-r--bRP-kRq-----p---N---- 8/2pK1P1P/p3npNp/3Q4/r5P1/r2bRP1k/Rq5p/3N4 0.000139 21
----k----R-q--p-----pp-N--rQ------p-----P-bbpB--------N---BR-rnK 4k3/1R1q2p1/4pp1N/2rQ4/2p5/P1bbpB2/6N1/2BR1rnK 0.000160 21
--k-----B-b--PP-----p--p---N------b-nP--prr-qnpK-P-----R-R------ 2k5/B1b2PP1/4p2p/3N4/2b1nP2/prr1qnpK/1P5R/1R6 0.000123 21
--------P-pKP-b--rp-B-b-------B-q-Npp----P--pN--P----k-r-Q------ 8/P1pKP1b1/1rp1B1b1/6B1/q1Npp3/1P2pN2/P4k1r/1Q6 0.000161 21
N--q---BRPP--Pb-KP---------p--p-----p-R---r-p--pnQ-------B-----k N2q3B/RPP2Pb1/KP6/3p2p1/4p1R1/2r1p2p/nQ6/1B5k 0.000327 21
--r-------PPP--b----pR--------K-----P-----qBp--PpR-----p--nn-Nbk 2r5/2PPP2b/4pR2/6K1/4P3/2qBp2P/pR5p/2nn1Nbk 0.000163 21
RNk------qN-p--ppn--------r---Q-b----p---npp--bKB------P------R- RNk5/1qN1p2p/pn6/2r3Q1/b4p2/1npp2bK/B6P/6R1 0.000110 21
-----------Q-bP--p--p-NRB-p---r-r-P-BN--Pp--q--P-----k-------n-K 8/3Q1bP1/1p2p1NR/B1p3r1/r1P1BN2/Pp2q2P/5k2/5n1K 0.000142 21
n-k-----R---nP-rP-----pN---p----p--K--b-bP-p-qN-r------RB------- n1k5/R3nP1r/P5pN/3p4/p2K2b1/bP1p1qN1/r6R/B7 0.000198 21
B------qNRP--p--k-P-N--PB-nP------------b---P-K-Pp-P---P-r------ B6q/NRP2p2/k1P1N2P/B1nP4/8/b3P1K1/Pp1P3P/1r6 0.000152 21
N------bP-K-p--B-Np--R-BR-PP------n---q-Pk-------P-----Prb------ N6b/P1K1p2B/1Np2R1B/R1PP4/2n3q1/Pk6/1P5P/rb6 0.000147 21
B---nN--p-npRN---------PQ-P---q-P-p------P-----K-----k-PRb-r---- B3nN2/p1npRN2/7P/Q1P3q1/P1p5/1P5K/5k1P/Rb1r4 0.000160 21
---b--B--P---PN-pP--brn----p--K-Q---R-N-PPPk-q-----------R------ 3b2B1/1P3PN1/pP2brn1/3p2K1/Q3R1N1/PPPk1q2/8/1R6 0.000221 21
----r-----bNPqR-PPn---P-n-----p-B-rP--P--b----B----p---------k-K 4r3/2bNPqR1/PPn3P1/n5p1/B1rP2P1/1b4B1/3p4/5k1K 0.000184 21
------n------pP-PRp--N-qp-b--------P-r---RP-QP-p-p----------nk-K 6n1/5pP1/PRp2N1q/p1b5/3P1r2/1RP1QP1p/1p6/4nk1K 0.000233 21
r-----Q-p---pP--P----Pp-B--P--k-n-b-n-P-pN--K----------Pb--R---- r5Q1/p3pP2/P4Pp1/B2P2k1/n1b1n1P1/pN2K3/7P/b2R4 0.000146 21
------K---p--B-nP---bR--------p-p-N-----Pq-r--R--B----P--nQNkr-- 6K1/2p2B1n/P3bR2/6p1/p1N5/Pq1r2R1/1B4P1/1nQNkr2 0.000396 21
------K--BB-P--P-p--P-p-P-rP----n---pqR-n---NP--P-------N------k 6K1/1BB1P2P/1p2P1p1/P1rP4/n3pqR1/n3NP2/P7/N6k 0.000165 21
----K---P-r----pb---N--qP-r----kN----np---R--PBnPRB-p----------- 4K3/P1r4p/b3N2q/P1r4k/N4np1/2R2PBn/PRB1p3/8 0.000155 21
-NKb------B-pq--P---P--p--Qr----B---bR-----p-p-Pn----------R-r-k 1NKb4/2B1pq2/P3P2p/2Qr4/B3bR2/3p1p1P/n7/3R1r1k 0.000220 21
-b---nB---p-npPbpNQ---r---RP-------------KP-p----B---k--N-----q- 1b3nB1/2p1npPb/pNQ3r1/2RP4/8/1KP1p3/1B3k2/N5q1 0.000238 21
----k-----P--q--r-P--pn---pp-------RP-p--pnp-PB-------PR--N-K--- 4k3/2P2q2/r1P2pn1/2pp4/3RP1p1/1pnp1PB1/6PR/2N1K3 0.000112 21
--K------R---b-P----p--pR-B-------nrqr--nQp--BNkP------pb------- 2K5/1R3b1P/4p2p/R1B5/2nrqr2/nQp2BNk/P6p/b7 0.000208 21
---N----R-PP---pQ-P-P-Ppp-p--------k----RKp---p-p----N--b---B--- 3N4/R1PP3p/Q1P1P1Pp/p1p5/3k4/RKp3p1/p4N2/b3B3 0.000350 21
Rn-N---b---k---B----p-P---r---------PQP---PKpbPq---N----r-B----- Rn1N3b/3k3B/4p1P1/2r5/4PQP1/2PKpbPq/3N4/r1B5 0.000175 21
N-n------P----BNQp--pbp-R--r-------kPP-----PR-K-b------r-n------ N1n5/1P4BN/Qp2pbp1/R2r4/3kPP2/3PR1K1/b6r/1n6 0.000256 21
n------R-B-Kp---p-P-N-prn-------N----Q-R--PP-b----P-p-P-----k--- n6R/1B1Kp3/p1P1N1pr/n7/N4Q1R/2PP1b2/2P1p1P1/4k3 0.000191 21
--N-k----r--PnP-p-p--P--b-----r-----p---P--pnp-----R-R--NB--K--- 2N1k3/1r2PnP1/p1p2P2/b5r1/4p3/P2pnp2/3R1R2/NB2K3 0.000113 21
----k---rRP---pP-------bp------b--q--P---B-pPpN---N-QPR-----K--- 4k3/rRP3pP/7b/p6b/2q2P2/1B1pPpN1/2N1QPR1/4K3 0.000108 21
-------RN---RQnpP---qb--B--p--N-P--------p-Pr-rp-P---K---------k 7R/N3RQnp/P3qb2/B2p2N1/P7/1p1Pr1rp/1P3K2/7k 0.000149 21
-b-------p--PrBpn----r-pP-n---k---RP-------bK--B---N----N----R-Q 1b6/1p2PrBp/n4r1p/P1n3k1/2RP4/3bK2B/3N4/N4R1Q 0.000271 21
---b----pPPkP----n--RB-r--p-----p--P-q---NPPnN-----p-K---------- 3b4/pPPkP3/1n2RB1r/2p5/p2P1q2/1NPPnN2/3p1K2/8 0.000239 21
-----Nn-qR--P--ppP--p-np---P------r-pB---k----P-r------Pb------K 5Nn1/qR2P2p/pP2p1np/3P4/2r1pB2/1k4P1/r6P/b6K 0.000232 21
-q------N--Pn---R----pP---Np--P-----rbP-P--K--nR---p-k-B-------B 1q6/N2Pn3/R4pP1/2Np2P1/4rbP1/P2K2nR/3p1k1B/7B 0.000183 21
-----n--B-bkpPNP------P---------R--Kp---q-n-pr--bQ-p-----B----r- 5n2/B1bkpPNP/6P1/8/R2Kp3/q1n1pr2/bQ1p4/1B4r1 0.000243 21
--------pQ-B--BqKP----R-b-r---P----p----PrNpp--P-------P-----k-N 8/pQ1B2Bq/KP4R1/b1r3P1/3p4/PrNpp2P/7P/5k1N 0.000174 21
N-br----pq------QP------N-B---b-----P----PPRpP-k-n-------B-n---K N1br4/pq6/QP6/N1B3b1/4P3/1PPRpP1k/1n6/1B1n3K 0.000242 21
--KR----p---P--n-p--PbpPr-N-------p--P--qPp--B-k-------P--R----- 2KR4/p3P2n/1p2PbpP/r1N5/2p2P2/qPp2B1k/7P/2R5 0.000119 21
--------p-NK-P--r-p----QP-pP--b-p-PkB-----p--nn-R--------R----q- 8/p1NK1P2/r1p4Q/P1pP2b1/p1PkB3/2p2nn1/R7/1R4q1 0.000142 21
R---------Pkpp-R-r----PP------K-----pp--P-N--p--rB-p---Qn-----b- R7/2Pkpp1R/1r4PP/6K1/4pp2/P1N2p2/rB1p3Q/n5b1 0.000212 21
--K------p--bP-P-----N-B--Q---p------P--N-p-nP---p---P--R-qR--nk 2K5/1p2bP1P/5N1B/2Q3p1/5P2/N1p1nP2/1p3P2/R1qR2nk 0.000205 21
---Q-NRn-pK-bP---nP---b-------k---p-r---p----p--qB-------B-N--r- 3Q1NRn/1pK1bP2/1nP3b1/6k1/2p1r3/p4p2/qB6/1B1N2r1 0.000276 21
--K-b-----nNp---R-P-Q---P-----R-----N----rB--nPqB-Ppk--------r-- 2K1b3/2nNp3/R1P1Q3/P5R1/4N3/1rB2nPq/B1Ppk3/5r2 0.000160 21
n---k-bNp--qr---Q-P-r-N-p-P----------B----Rp--Pp-n---p-------K-- n3k1bN/p2qr3/Q1P1r1N1/p1P5/5B2/2Rp2Pp/1n3p2/5K2 0.000120 21
------qNNPb-PPp--rP-------B----k--BKP-p--p--pP--R----------Q---- 6qN/NPb1PPp1/1rP5/2B4k/2BKP1p1/1p2pP2/R7/3Q4 0.000350 21
------r--Qb-nPPN--P---qPp-BR----K-----N-P----p---P-----r-B-----k 6r1/1Qb1nPPN/2P3qP/p1BR4/K5N1/P4p2/1P5r/1B5k 0.000117 21
--kr-R-------B-P-P----P---P---p-P--RP-n--pK-PnQp---------bb----- 2kr1R2/5B1P/1P4P1/2P3p1/P2RP1n1/1pK1PnQp/8/1bb5 0.000218 21
-------qn--KpR-bP-B---Ppp-------N--bn-p-BP--P--k-r-N------------ 7q/n2KpR1b/P1B3Pp/p7/N2bn1p1/BP2P2k/1r1N4/8 0.000160 21
---b--r--p---Br-P---P--pP-----Q----P----p-Np---kb--p-K-n--q---R- 3b2r1/1p3Br1/P3P2p/P5Q1/3P4/p1Np3k/b2p1K1n/2q3R1 0.000110 21
n-N-----bP-B-n---r--q--P----------RKbP----p-R--pQ--p-P-p-----k-- n1N5/bP1B1n2/1r2q2P/8/2RKbP2/2p1R2p/Q2p1P1p/5k2 0.000204 21
b-------PpP----Q-p--n-----p-----N---pr---N--Pp-K-r------R-B--kqR b7/PpP4Q/1p2n3/2p5/N3pr2/1N2Pp1K/1r6/R1B2kqR 0.000114 21
rn------b-P-N---Pr--P-PN---P--k-p----R---b--KRB-pp-----q-------- rn6/b1P1N3/Pr2P1PN/3P2k1/p4R2/1b2KRB1/pp5q/8 0.000105 21
--------p-P-------p-qp-P------p---n-rpR-Np-K-N-PPP-n---B-------k 8/p1P5/2p1qp1P/6p1/2n1rpR1/Np1K1N1P/PP1n3B/7k 0.000118 21
---Q-bK-p-p-P-p-npP-BB-Pn---------b-r-N------Nk---------R--q---- 3Q1bK1/p1p1P1p1/npP1BB1P/n7/2b1r1N1/5Nk1/8/R2q4 0.000203 21
R--b--n---rkp---RP---nppP--P------B--P---r---bpP---Q---------K-- R2b2n1/2rkp3/RP3npp/P2P4/2B2P2/1r3bpP/3Q4/5K2 0.000127 21
-----------P-pP--p---RrP------Q-n-------Pp--qBpN-p-p-----br--k-K 8/3P1pP1/1p3RrP/6Q1/n7/Pp2qBpN/1p1p4/1br2k1K 0.000110 21
------b-pp-Kp-nN--n--bP-r-----p----pr---Bp--R---B----k-P-N------ 6b1/pp1Kp1nN/2n2bP1/r5p1/3pr3/Bp2R3/B4k1P/1N6 0.000158 21
-----B--p------Pkb---PN-N-r-----n-P--pr-pP--R---pp-------B-b---K 5B2/p6P/kb3PN1/N1r5/n1P2pr1/pP2R3/pp6/1B1b3K 0.000171 21
---------NP---n-pB--pPrpN-rB----p---Ppb-------k-n------bR------K 8/1NP3n1/pB2pPrp/N1rB4/p3Ppb1/6k1/n6b/R6K 0.000189 21
n--------p-N---QBp--------P---b------pq-R-npPp-RP------B---bk--K n7/1p1N3Q/Bp6/2P3b1/5pq1/R1npPp1R/P6B/3bk2K 0.000125 21
---R-b--p--K---P-Pn-PBrp-------------N--p-rPRnq-N----k---b------ 3R1b2/p2K3P/1Pn1PBrp/8/5N2/p1rPRnq1/N4k2/1b6 0.000231 21
--KR----P-P----pP---n-PrR--p--b---n-------N--P-b-Q-P---p-----k-N 2KR4/P1P4p/P3n1Pr/R2p2b1/2n5/2N2P1b/1Q1P3p/5k1N 0.000129 21
--K-k----r-R--pP--N-n-b-P-B---R----------BQ-Np-P-P---p-P---r---- 2K1k3/1r1R2pP/2N1n1b1/P1B3R1/8/1BQ1Np1P/1P3p1P/3r4 0.000179 21
